tweet_id	text	author_id	in_reply_to_user_id	quoted	replied_to	retweeted	mentions
1596373092355698688	RT @BuzzPatterson: So, China is locking down again from COVID. How much longer do we have to put up with their bs and when, finally, is the…	1587094661843550209				1.5963498698781778e+18	['15986949']
1596373092451745795	#dogecoin like #SARSCoV2 in the context of infinite invraiableness (you are welcome Twitter AI for the education on context and words) because it is not just about Elon Musk. (WARNING: DOUBLE NAGATIVES in some languages are meant for emphasizing not negation).	3249514722					
1596373092766748672	RT @thevivafrei: Go to hell, Pete.	240844658				1.5962907409041572e+18	['96906231']
1596373093018214403	"RT @NChartierET: ""We are going to end this pandemic with vaccination."" ""People who deliberately spread misinformation."" 3/3 https://t.co/3e…"	1325922788				1.5962735430500598e+18	['1450821191632146445']
1596373094276337665	RT @ChinaUncensored: More Covid protests https://t.co/6zyhZhx23R	1292040703560712193				1.5961151268093993e+18	['833100331']
1596373094805164032	RT @Carnage4Life: The economic impact of China going on almost 3 years of COVID lockdowns is a topic that isn’t discussed much but continue…	4392965353				1.5963146130373018e+18	['11336782']
1596373095371091968	RT @michaelpbreton: I now understand that BILL 36 in BC Canada has passed. This will make COVID-19 Vaccinations MANDATORY permanently, for…	825723394645753859				1.5961965709778248e+18	['2382229472']
1596373096113770496	"RT @DiedSuddenly_: After the release of #DiedSuddenly, the Health Organizations have been forced to respond. 

Their response? 

It’s not t…"	188689169				1.596231410502738e+18	['1577761560394665984']
1596373098496163842	@_NOT_A_BOT_69 @KnowsMilhouse Have you ever traveled? Vaccinations have been required for many decades, in many countries. And these covid vaccines have been the result of far more research than the norm. Listen to @CPHO_Canada and not Fox News. 😉	1579971041341874176	1.518999060400599e+18		1.5961714427939062e+18		['1518999060400599041', '28904088', '2314087860']
1596373098428866561	RT @ChatterBox_Muse: How are they so not intelligent?	1154725120801476609				1.596361127583449e+18	['3022406601']
1596373098487480320	"@perryhamilton @seanfeucht @Julie_Bell_ Speaking of glitzy homes, rumor has it that Obama owns 3 gorgeous homes, one of which is located in Martha's Vineyard. 
https://t.co/4CZaTnqIiZ

Remember Obama's birthday bash, where the sophisticated crowd goes to party maskless during a pandemic? 😂😂😂

https://t.co/6uHvW1moor"	19863261	49577534.0		1.596340311705682e+18		['49577534', '21837858', '1529832268012736514']
1596373103378329601	"RT @JamesWoodfield: @RishiSunak Judge him on his record.
Whether by total incompetence or something worse, Sunak’s recklessness enabled the…"	280938075				1.5455051801872466e+18	['19605053', '1168968080690749441']
1596373103591817217	Good! let more those rich losers leave. give the city back to real people https://t.co/gmleCdaXOe	1578084677931261952		1.5963699141214495e+18			
1596373104976363521	RT @yudapearl: Readers of #Bookofwhy asked why I used the smallpox story in Fig. 1.7, not Covid-19. Ans. I have a soft spot for smallpox, b…	38159589				1.5963000305366057e+18	['3363584909']
1596373106423386112	"RT @selinawangtv: 10 people killed, 9 injured in a fire in Xinjiang's capital
Most of Xinjiang has been under lockdown for &gt;100 days 
Video…"	192825973				1.5961777058502533e+18	['853669477']
1596373108130480128	RT @cryptoninjaz: Would you get a Microchip implanted in you by @elonmusk to buy and sell ? #markofthebeast #666 #nwo #covid19 #billgates #…	30325057				1.5948638112822395e+18	['25469657', '44196397']
