tweet_id	text	author_id	in_reply_to_user_id	mentions	quoted	retweeted	replied_to
1596392266285084673	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	1023516256547299328		['2163723997']		1.5962960706858967e+18	
1596392266498990080	@CBCNS 😆these people are mentallyill! 99% of them can’t even name 1 person that has died from Covid, I’ve had Covid 4 times it’s no different than the cold I’ve have been getting for the last 35 years. On a positive note after you get it a few times it’s easier.	230298193	18999952.0	['18999952']			1.5960907526770647e+18
1596392267065200645	RT @tejuxadmirer: Lockdown was tough for me but #YehTejaTejaKyaHai actually kept me sane.. When i got to know that she is coming in #BB15 .…	1485938299412037642		['1579002108812357634']		1.5963910097680794e+18	
1596392267505627136	Imagine if the Imperial College of London’s C19 prediction models were scrutinized, maybe the hysteria around the pandemic would have not been excessive. https://t.co/Zm5qOoNUpX	1869801296			1.596255636874199e+18		
1596392268008947712	"RT @Justice78602373: 📌Why Sushant's Covid Test Was Not Done❓

@ips_nupurprasad @IPS_Association @PMOIndia @HMOIndia @KirenRijiju 

Pendrive…"	1347969269653401603		['1285909049943289856', '169892695', '3041294294', '471741741', '2541363451', '3241214268']		1.5963299583262925e+18	
1596392269162037248	RT @BenartyComputer: Bit odd to see that the Scottish government are spending less on Independence than Michelle Mone received as her share…	2726025501		['142402006']		1.5960491292891587e+18	
1596392270059958272	RT @drclairetaylor: 1/ Can someone tell me why we ‘shielded’ people to the point they were told not to OPEN A WINDOW-&amp; now tell them to go…	1265724082445791234		['1513942742715584520']		1.5952440931264635e+18	
1596392271821557760	"RT @sailorrooscout: Them: The COVID-19 vaccines don’t work. The majority of hospitalizations/deaths/infections are fully vaccinated. 

Me:…"	136254368		['3140868280']		1.5961740736120914e+18	
1596392273154953216	@HasanHussain747 This only proves how stupid Tory voters are and how easy it is to get them to ignore reality. He was responsible for thousands of deaths, bringing the nhs to its knees, breaking covid rules and cheating on his wife. Forget all that, he does bush tucker trials well	1572260982738526209	1.524783633478955e+18	['1524783633478955009']			1.5962669063441326e+18
1596392273264402432	"RT @selinawangtv: 10 people killed, 9 injured in a fire in Xinjiang's capital
Most of Xinjiang has been under lockdown for &gt;100 days 
Video…"	769498765338222593		['853669477']		1.5961777058502533e+18	
1596392273746722816	"RT @songpinganq: CHINA 🇨🇳, Chongqing city

Tens of thousands people taking to the streets to demand lift lockdown today. https://t.co/RBI8D…"	1265792502566653959		['1374317368361447434']		1.596174853266342e+18	
1596392273742532608	RT @DavidPepper: Mike DeWine broke the Ohio Constitution seven times to guarantee power to the people in his party who had threatened to im…	39983197		['19638751']		1.596234186888618e+18	
1596392273729552385	"~Best ASL course deal | Mashable~
https://t.co/sq1Netxo8P
#News #Information #Business #Travel #Food #Sports #Cricket #Student #Health #Infotech #WFH #Marketing

TL;DR: The All-in-One American Sign Language Bundle(opens in a new tab) is on sale for £16.93, saving you 97%..."	1571532426748506112					
1596392274380091392	@ThePopTingz already outselling covid b 💀	1115738702657941510	1.3592934108473836e+18	['1359293410847383558']			1.5963800524214968e+18
1596392274971484160	"RT @247ChinaNews: Unrest in China
November 25, also protests in Chengdu.
Angry residents protested their district's lockdown and refused to…"	154494101		['1395619736818528256']		1.596346590297723e+18	
1596392275466223623	RT @BohemianAtmosp1: I have never known anything as divisive as the covid vaccine. Some are desperate to have it, eager to line up and are…	28682975		['1432116082157006853']		1.5963173108136018e+18	
1596392275592237056	"@i_petersen @FinchTH But if masks were, say, mandated in indoor public spaces, the odds of them getting it on any one occasion (or even multiple occasions) would be greatly reduced. 

Also, ""susceptible""? COVID is a novel coronavirus. My understanding is that just about everybody is susceptible"	4431319701	1107100316.0	['1107100316', '528714399']			1.5963913585536369e+18
1596392276779233281	"RT @DiedSuddenly_: After the release of #DiedSuddenly, the Health Organizations have been forced to respond. 

Their response? 

It’s not t…"	1593775309450510338		['1577761560394665984']		1.596231410502738e+18	
1596392279559766017	"RT @NjbBari3: CT, MRI, functional MRI, blood tests, autopsy, protein studies (misfolding), gene studies…

I have seen evidence similar to A…"	1242361712210305024		['881708118903726080']		1.5963557272447304e+18	
1596392279840886785	RT @oku_yungx: They should deal with it.	1488422198868164609		['3257654416']		1.5963922166534636e+18	
1596392279648133120	@Cardano_capital @LayahHeilpern Exactly but that’s not what occurred, everyone who chose not to get the medication that is not a vaccine was punished in one form or another!!🤔	1236767139186397184	1.5656336269848166e+18	['1565633626984816640', '455937214']			1.596136820957397e+18
1596392280578990080	"RT @Xx17965797N: 🇨🇦CANADA - Your bank is preparing to roll out CBDCs. 

Those vaccine passports didn’t set you free, they forced you down a…"	1438160188498927625		['1552407495255199745']		1.5953083224706417e+18	
1596392280432181253	"RT @DanielFooksArt: George Clooney is not a nice guy

He works for the other side"	1392450798		['969565632017653760']		1.5962669881833882e+18	
1596392280956583941	RT @KimDotcom: The #DiedSuddenly documentary creates a panic amongst the propaganda media which has sold the Covid vaccines 24/7. That’s gr…	2743674627		['611986351']		1.5961710505467617e+18	
1596392281401352193	RT @RobertKennedyJr: Yes, we do! “We all deserve to know how involved Dr. Fauci was in the censorship of the American people during the COV…	3356739735		['337808606']		1.596151300798165e+18	
1596392281707139072	RT @the1chloe: @EnemyInAState Theres this one too, 5 and dead from tonsillitis which lead to pneumonia. https://t.co/eNuMyMoXUC	1380429565529493504		['636123056', '846454000585244672']		1.5962931066551214e+18	
1596392284865851393	Would you guys be mad if I told you I ate a whole Costco pizza on my way home from work	1159279975695994882					
1596392285176238080	"RT @john4brexit: Top virologists betrayed science with their Covid lab leak cover-up
Despite instructing the rest of us to 'follow the scie…"	1316611314		['714854344454238208']		1.5963700309329347e+18	
1596392285737984000	@theOtherJared @KimDotcom Birth rates in the US were declining years before Covid arrivedand actually increased since the advent of vaccines.	2700490890	162929906.0	['162929906', '611986351']			1.596214741495853e+18
1596392287365263360	389 new Covid cases in India, active cases down to 5,395 – ET HealthWorld https://t.co/Bux0SOgo2q	1224643780730445824					
1596392288284205058	RT @PolitiCrooks: #SaturdayScavengers It takes extraordinarily low level of humans to scavenge on corpses of tragedies by CASTE. Be it #Cov…	114015079		['1212134129912827905']		1.5963159737869394e+18	
1596392288762363904	"RT @TrueColoursOnly: 2/25
10. Properties (SSR serching in Himachal Pradesh, Coorg, Kerala)
11. Covid-Detection Apps
12. Digital Data (Mails…"	1273520458827067392		['1300570380407418880']		1.5963637212152054e+18	
1596392289797931018	"RT @akheriaty: 3/ As our lawyer, @Leftylockdowns1 put it, Fauci ""was apparently willing to base his lockdown advocacy on the observations o…"	1546033382785961990		['54322957', '1302455125739556869']		1.5959016300165202e+18	
1596392291085692928	"RT @RashiSi93312936: JOIN US on 26th November, at  JANTAR MANTAR New Delhi.

Covid 19 killed much more than what is talked about, our dream…"	1483016050359009284		['1396355305458442243']		1.5963636517739602e+18	
1596392291295526912	You’ll enjoy this @douglapsley 😀 https://t.co/UndG0IaIiD	1521102678947938304		['20595380']	1.5958698356233748e+18		
1596392293283467264	RT @WashburneAlex: From 1977 influenza pandemic, it took ~40 years before a laboratory origin was widely accepted, despite being clear by 1…	110138947		['1481707872970960896']		1.5962172445684163e+18	
1596392293363511296	@RUShorty vaccine wise	1086015760932102144	828989060.0	['828989060']			1.5963896702122394e+18
1596392294961160192	RT @RobinLocksley01: i nearly died from covid. i hated lockdown. but, 10s of 1000s of ppl are alive today bc of action taken albeit harsh!…	567228456		['1478238231313346561']		1.5963235149819412e+18	
1596392295355584512	"RT @DavidKotiw: Ever heard of Phoebe Adele Gates? 

Daughter of Bill Gates

Age 20 she has never been vaccinated. This includes childhood v…"	1308982749282304008		['2564375270']		1.595653801620476e+18	
1596392296194650113	RT @mazemoore: It’s pretty incredible that a once in a century pandemic happened during an election year when the sitting President had no…	56290516		['1394680198705123329']		1.595215002830512e+18	
1596392298123624448	RT @KimDotcom: The ‘Died Suddenly’ Covid-19 vaccine documentary has been watched by 7 million people within 24 hours. 5 million views on Ru…	940697425		['611986351']		1.595496046536577e+18	
1596392298514100224	RT @drsimonegold: In the last press briefing of his federal career, Dr. Anthony Fauci attacked those who refused the COVID-19 injections, c…	756560576		['806344552718045184']		1.5962870273011876e+18	
