tweet_id	text	author_id	in_reply_to_user_id	mentions	quoted	replied_to	retweeted
1596519170887372801	RT @USAP09: Tory peer Michelle Mone reportedly pocketed £29m of public money for unsafe PPE. The Lords must kick her out of Parliament and…	358841818		['69330540']			1.596428322409517e+18
1596519172032167936	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	1275201090355593216		['78523300']			1.5965153365722767e+18
1596519172754001927	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	1587428428558598144		['78523300']			1.5965153365722767e+18
1596519172577566723	"🚀 Ramen VR is hiring Lead Backend Engineer 

🛖 #remote #wfh 
💪 #Backend #gcp #csharp #typescript #kubernetes #docker 

#tech #softwareengineer #jobs 
https://t.co/Jh1NTrX9Tw"	1506630582435987462					
1596519172921561091	RT @thevivafrei: Virologist Dr. A Oveta Fuller, who was “instrumental in the emergency authorization of the COVID-19 vaccine” dies after “b…	1519152790580301824		['96906231']			1.5965126998607913e+18
1596519173013635072	"RT @AllBiteNoBark88: These are not Quarantine Camps
3 people died of ""Covid"" in 1 week in China all over 80
You know what these are.
We sho…"	1580754378		['1551842418927869952']			1.596247395695702e+18
1596519173152202757	@Lovers4TheNight Isolating since I just today tested positive for covid.	790651888488374272	1.0040322480338289e+18	['1004032248033828864']		1.596508565275304e+18	
1596519173278289920	Great to see! More info about THE TOWN SLOWLY EMPTIES here: https://t.co/c8Gr5d30e8 https://t.co/6MNgPiu1Rb	1403699366402170882			1.5964583520366756e+18		
1596519173731016705	@LayahHeilpern I understood that in the short amount of time it took to create the vaccine, nothing was known about effectiveness, long term side effects, etc. It usually takes ten years to push a vaccine through testing. I don’t trust it.	1112485686672797698	455937214.0	['455937214']		1.5961360820680827e+18	
1596519174477844481	Or is it covid? 🥲	955946616367624192	9.559466163676242e+17			1.5964952714623263e+18	
1596519174825971712	The audit that needs to happen in the new GOP Congress is the 190 million to the teacher’s union during COVID.	16784328					
1596519175379648514	@irynalternative Covid	1476432935565754368	820023733.0	['820023733']		1.54612635239023e+18	
1596519176134610946	"RT @MattH_4America: ""The change is not just happening. The change can be shaped by us."" - Klaus Schwab

It's not about ""Climate Change"" now…"	117142709		['1430211561491206147']			1.5962288279106355e+18
1596519176369508353	RT @JedediahBila: Mass formation psychosis.	2542217648		['60680268']			1.5965179831190815e+18
1596519176692461568	"RT @RealJamesWoods: “Chestfeed” 

This is from an actual Department of Health. #Madness"	1586020853506088961		['78523300']			1.5965166241938145e+18
1596519176788549633	RT @StFilansDream: Still nothing about Mone on state radio. The odious liar Struan Stevenson saying we’ve had ‘2 years of Lockdown’ (a lie,…	3148635586		['19158571']			1.5964262490519962e+18
1596519176713428992	"So basically all the America's elite support paedophilia,child porn,child trafficking , and restricting free flow of information regarding Covid.
Am I right? https://t.co/gdsVhoV9J7"	1547870904646270976			1.5962730101047296e+18		
1596519176914763777	RT @prof_freedom: Thanks to @elonmusk, some great Covid accounts &amp; scientists will soon be making their Twitter comeback. Here's a list of…	4822577287		['1252542024299012097', '44196397']			1.596502738170364e+18
1596519177099309057	RT @JohnLeePettim13: 187 ivermectin COVID-19 studies, 138 peer reviewed, 93 comparing treatment and control groups. https://t.co/yCaaN7tOh1	1273851358253215744		['1415328925958479873']			1.5947233236063437e+18
1596519178059583492	RT @__philipn__: After staying with family while I was out of town, our cat is testing COVID positive. Testing done on a Lucira molecular t…	1370109113145958409		['1378936350']			1.5964164244145848e+18
1596519179116367872	RT @EricMMatheny: How can you listen to this and hear anything other than, “You’re not going to get COVID if you have these vaccinations?”…	1433552020087074856		['2730264319']			1.596494930171818e+18
1596519179389390849	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	517903296		['78523300']			1.5965153365722767e+18
1596519179469074433	RT @DrEliDavid: Little known fact: N95 masks are effective against computer viruses as well 💪 https://t.co/9ibi0Agpk6	898565387138281472		['801203059359678464']			1.596514708475052e+18
1596519179791630336	"The winter forecast for COVID-19 looks to be the mildest yet, say experts from Northeastern University.
""We are in a much better place in this pandemic than we’ve been in prior years. We have the tools to keep ourselves safe.” 
https://t.co/9NkiFZNWml https://t.co/Qehsf0tubC"	2155594338					
1596519181465182208	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	1585985126928125953		['78523300']			1.5965153365722767e+18
1596519181939351554	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	809260290554499072		['78523300']			1.5965153365722767e+18
1596519182677725186	"RT @SeeFisch: COVID treatment
*Paxlovid (Nirmatrelvir/Ritonavir)-for UN-vaccinated only. Lowers risk of death or hospitalization by 90%
Rit…"	54516759		['20966560']			1.596515099900248e+18
1596519182929117185	RT @espositj71: @IrelandTerrence @RealJamesWoods The whole point was to prevent transmission.  When it became clear it didn’t stop transmis…	1594112751307194369		['1508291048870662147', '1322372237605834754', '78523300']			1.5965185573866824e+18
1596519182824542208	"As #SafeguardingAdultsWeek draws to a close, we are highlighting the part we all have to play to keep people in our home and work lives &amp; our communities safe from abuse.

Watch this short video guide on what to do if you have safeguarding concerns: https://t.co/snLATT6GYg"	30280302					
1596519183906316288	RT @BBCNews: Universal flu vaccine could counter future pandemic https://t.co/QkM4uSemNL	526752250		['612473']			1.5960304975655977e+18
1596519184137129990	RT @bronwyn1140: 6 Canadian Medical Doctors Died Within 2 Weeks After 4th COVID Booster Shots for Employees Started at One Hospital https:/…	934055222409699328		['2492877258']			1.596415537558745e+18
1596519184066052096	"Join Mr. Michael for a walk through his free book ""Understanding Classical Catholic Education"".  

https://t.co/rEc2jjWxSr 

#classicaleducation #catholiceducation #homeschooling https://t.co/HuHJyyj7YR"	48111517					
1596519184858763266	RT @JungleTwittter: We are not against people that took the covid vaccine, we wish them all the health in the world, we are against the peo…	1519336849575235591		['1591397302287187969']			1.5954000218765517e+18
1596519184657448966	"RT @ossocool: Only a baby, MULAN lost her life due to Pneumonia in the shelter. 💔😭RIP darling girl🙏🏻
So many at the shelter suffering with…"	493400060		['352969005']			1.5963215802837524e+18
1596519185043296257	RT @kswallowtarot: @mykola Right? I did time in nursing school before the pandemic and they wouldn’t even let us (NURSING STUDENTS) near a…	5614412		['1098625639924547584', '5614412']			1.5965191184083845e+18
1596519185160339461	RT @Xx17965797N: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, lo…	990680234692300801		['1552407495255199745']			1.5964351920208773e+18
1596519185789595648	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	1387209217728294920		['78523300']			1.5965153365722767e+18
1596519185840050181	Next Covid-19 Strain May be More Dangerous, Lab Study Shows https://t.co/f1ag6qbxhb	13700412					
1596519187278544897	"@JohnCMurdock @WoodedBeardsman @MrMubinShaikh Nor was it about vaccine mandates in 2019 when many of the same players did ""united we roll""... The mandate issue just gave the far-right leaders an issue for which they could get enough willing pawns to participate and plausibly deny that it is, in fact, a far-right movement."	1252467890	437469820.0	['437469820', '773895405352394752', '1056552596']		1.596487026723156e+18	
1596519187446435846	"COVID was the great interrupter of the adolescent developmental process. Learn what you can do as a parent to help.

https://t.co/jLK99GoG06 https://t.co/V9okltFEyZ"	102436246					
1596519188973072385	RT @DonWurkin: Government Awards £122 Million PPE Contract to One-Month-Old Firm https://t.co/EgO7weazSr	986356331429982209		['2305663328']			1.5963107390730895e+18
1596519187899650048	"Don’t let covid have you up against the ropes this autumn
If you’re a carer (formal or informal), get your autumn #COVID19 booster today.
Other people are eligible too, such as over 50s and pregnant women. 

Find out more at https://t.co/liP9RS3G5P https://t.co/lr5wBulrYG"	43426240					
1596519189438763013	@nada88564211 @Paul29256859 @BohemianAtmosp1 Are the fact fertility rates have been decreasing yearly for 70 years but yea, it's the vaccines	3043178253	1.567491510223999e+18	['1567491510223998977', '1349755463647305730', '1432116082157006853']		1.5965187188799857e+18	
1596519190038745095	RT @Canadians4Truth: The Root Cause of the Freedom Convoy was Trudeau forcing a vaccine mandate on cross border truckers during a time that…	922992405787197440		['1454167930887884807']			1.5965162437624586e+18
1596519190088794115	RT @GuntherEagleman: It. Was. Never. A. Vaccine.	3384723221		['1355721251180961792']			1.5965189075187794e+18
1596519190386470912	RT @ThiaBallerina: If they were able to provide “free” vaccines, they can provide free insulin, free inhalers, free eye glasses, free heari…	885566248397844480		['4874513699']			1.596517281190015e+18
1596519190407561221	RT @Eric_Schmitt: Another tidbit from Fauci depo: In Feb ‘20 he emailed a friend advising her masks were ineffective. Confirmed again on Ma…	1271686327914901504		['101852818']			1.5961731857830707e+18
