tweet_id	text	author_id	in_reply_to_user_id	quoted	replied_to	retweeted	mentions
1596356538662547457	RT @LetsGoBrando45: This is your brain 🧠…. This is your brain on the vaccine. https://t.co/LiyhLRlYgb	222146749				1.5963555287409623e+18	['1518644583109910528']
1596356539459198977	RT @ChristinaPushaw: It’s not a “strategy,” you authoritarian creeps… it is a gross violation of human rights on a massive scale. None of t…	65995404				1.596326526794236e+18	['31667539']
1596356540688105474	RT @hodgetwins: Covid and the vaccine push showed us that the corruption is off the charts.	1511686390412713999				1.5963183104417915e+18	['18584875']
1596356541010935808	RT @ShridasMeena8: Breaking: large scale protests break out in #Urumqi #XinJing #CCPChina as peoples demand an end of #covid #lockdown http…	1294666904972345348				1.5961926049574298e+18	['1443613345739776010']
1596356541778915329	"RT @MarkMcGowanMP: This is our WA COVID-19 weekly update.

https://t.co/Nxlt7bdUFg https://t.co/B7SkcVfTFk"	830762557862342656				1.5959750625236378e+18	['430452224']
1596356541862625281	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	885055794634534914				1.5962501084331459e+18	['914588454']
1596356542713847808	"@TheoFleury14 GET IVERMECTIN TABLETS AND INJECTIONS FOR #CANCER #COVID-19 PREVENTION AND CURE. Ship to #CANADA, #USA, #UK, #AUSTRALIA, #Europe, #Malaysia, #Taiwan, #NewZealand, #Singapore, #UAE
For your orders, please 🙏Join this community on telegram! https://t.co/kGvq4uYxnu"	1569959564564480000	73299652.0		1.5956562598896804e+18		['73299652']
1596356543024623617	RT @Blokeonabike2: @LayahHeilpern Didn’t know any covid dead after 6wks when the media &amp; gov had been saying it was like the plague for all…	1248466944014995462				1.5961517186890998e+18	['1428303293437161477', '455937214']
1596356543427280896	RT @MichaelPascoe01: Michael Pascoe: From COVID to carbon, the hard truth is that we've collectively given up - we don't want to hear it |…	3310627573				1.5962579498902487e+18	['2235731509']
1596356544178028544	RT @akheriaty: “Can you hear the people sing? 🎶”	1213528085749854211				1.5963293021861642e+18	['54322957']
1596356544244891650	@SecretaryPete It doesn't prevent you from catching the virus or spreading the virus and currently people who have died from Covid and who are jabbed now outnumber those who aren't jabbed. You're a liar, Pete.	1553028276863614978	1.3569585476035133e+18		1.5954992710250045e+18		['1356958547603513346']
1596356544366804993	RT @PeoplesParty_US: Here are some additional questions we’d like to see Fauci answer under oath in a public @HouseGOP investigation hearin…	2253708324				1.5960477220876e+18	['811414973985550336', '15207668']
1596356545197277184	RT @Murali28176867: @NidhiTanejaa @UpscExtra covid has pushed 23 crore Indians in to poverty. WHO data showed 4.7 million died due to covid…	1488889831120044032				1.5961048767608955e+18	['1325805599343349763', '3254732294', '1317471015815979014']
1596356545260158976	They are running out of causes for the sudden deaths. People didn’t but the climate change, heat, cold, breathing, napping etc reasons. So instead of admitting what we all know to be the cause- they are desperately trying this. https://t.co/eSMT4H2ygt	20890578		1.596231410502738e+18			
1596356545465716737	@ProudElephantUS Test for Covid first.	1519006643324870656	810055220.0		1.5962775570111734e+18		['810055220']
1596356547458002944	RT @CAllderladd: When Dan did lockdown it allowed health care workers some breathing space at a frantic time...thank you Dan for leading us…	1316624028476428289				1.5962714004611604e+18	['4839819043']
1596356547810299904	"RT @DiedSuddenly_: After the release of #DiedSuddenly, the Health Organizations have been forced to respond. 

Their response? 

It’s not t…"	1585803333159165952				1.596231410502738e+18	['1577761560394665984']
1596356548170653698	RT @MerianneJensen: The “new normal” has given us nothing but oppression. Masks. Vaccine passports. Censored speech. Cancel culture. Forced…	207191222				1.596354523554988e+18	['364983132']
1596356551249629184	"RT @zoeharcombe: The origin of SARS-CoV-2 matters. A lot. 
We need to fully understand what happened to ensure it doesn't happen again.
htt…"	4695011413				1.5960871968132628e+18	['30623732']
1596356551274823681	"RT @1goodtern: ""Surrey school pupil dies of bacterial infection with another in hospital"" 
There will be a lot of this now.
Repeat SARS-CoV…"	1242847799517106178				1.5960492502319432e+18	['960817018193764352']
1596356551463555073	RT @Quest1743: Pleading eyes. Please help. Pledge $5. Please join me. 🙏🙏🙏🙏🙏🙏❤️	3284505955				1.5955797214332068e+18	['376226841']
1596356551593586691	"RT @as1z_: 2 years ago I was in the darkest place I’d ever been in &amp; was blackmailed out of the closet during the pandemic.

My life did a…"	1040173353338904576				1.5963023695784878e+18	['1316900366223552512']
1596356552294039552	@VoteLewko Most definitely a waste of time. I’ve used it to express the panic health care workers felt during the pandemic. If I got 1 person to mask up that’s a win.	1029915644211253248	1.485566394876203e+18		1.5963516531204628e+18		['1485566394876203010']
1596356552360878080	"@WangCandice Their MS went haywire when they got covid. 
First symptoms were confusing as they were like massive MS flare ups. After 1 - 2 days it finally began looking like covid too. It confused the hospital staff too."	339858656	232746931.0		1.5963357654949806e+18		['232746931']
1596356552835096576	@Liz_Wheeler @elonmusk Secret Clean Hand Sanitizer - 100 ml Spray Rp11,800 https://t.co/crCRpJrZhn https://t.co/HPGG2sbl7J	1243014173639860229	264361128.0		1.5962227933889454e+18		['264361128', '44196397']
1596356553380356096	RT @NFSC999: A woman in Guangdong province, China, who was diagnosed with acute leukemia after her third dose of SINOVAC vaccine, realized…	1594370265697263616				1.5962425622010552e+18	['1513669096268726273']
1596356553300676608	RT @weechookeong: It is now the time for govt to declassify those transactions put under OSA during the nonsensical emergency like the agre…	1078975637769965568				1.5960355275300168e+18	['144476455']
1596356553615048705	@rajna05334161 @LayahHeilpern @ntivax And the “vaccine” made no difference.  I don’t need a history lesson to tell me what I see with my own eyes.  I’m unvaccinated and never got Covid while most vaccinated coworkers of mine have had Covid.  It doesn’t work.	1592502054769102848	1.4040423279417385e+18		1.5961919872959775e+18		['1404042327941738501', '455937214', '1487987145881137155']
1596356554923581440	@rajna05334161 @LayahHeilpern @ntivax Havent caught covid n everybody I know was doing the samething prior to covid n we all hung out went to the bars n partied had fun got drunk n did it every weekend throughout the whole planneddemic n yet nobody I know got covid n the only ppl I know that got sick was vaxxed	1518980447170183168	1.4040423279417385e+18		1.5961919872959775e+18		['1404042327941738501', '455937214', '1487987145881137155']
1596356556253110272	RT @GordonGChang: Parts of #Beijing are now locked down: https://t.co/YUMlqBJBhU. #COVID19 is surging across #China as the measures announc…	925790451705176064				1.596143326646141e+18	['151930383']
1596356556844859393	RT @economics: A new report ranks post-pandemic transportation — and who’s best prepared for getting residents around town in the future ht…	1562924436679864325				1.596355584844071e+18	['144274618']
1596356556794499073	RT @RobertKennedyJr: Yes, we do! “We all deserve to know how involved Dr. Fauci was in the censorship of the American people during the COV…	1572612646972825600				1.596151300798165e+18	['337808606']
1596356557456932865	RT @KimDotcom: The #DiedSuddenly documentary creates a panic amongst the propaganda media which has sold the Covid vaccines 24/7. That’s gr…	1384117197488812046				1.5961710505467617e+18	['611986351']
1596356557415272448	RT @BohemianAtmosp1: The volume of people verbalising on here the fear of getting the new booster is staggering. Reactions to previous jabs…	1437993376452734977				1.596099576108548e+18	['1432116082157006853']
1596356557746614272	"RT @DODECHABHORA: @nsitharaman @narendramodi 
A very very humble request that the late fees and penalty for not filing GSTR 9 &amp; 9C be waive…"	234673347				1.5910225640922808e+18	['1238876377404731393', '58243368', '18839785']
1596356557767602176	RT @michaelpbreton: I now understand that BILL 36 in BC Canada has passed. This will make COVID-19 Vaccinations MANDATORY permanently, for…	1552317303504523264				1.5961965709778248e+18	['2382229472']
1596356557918601218	RT @Abugouche_Puna: @livv_idd @gmbutts Ill never believe a word he says but this wasnt his biggest #$&amp;! up. Something was coming, so be it.…	1570268534382678016				1.59635519677048e+18	['1570268534382678016', '2546657065', '212621119']
1596356559512166406	"RT @1BJDJ: 4
At best, Hancock is a thief and a philanderer, having been caught both dishing out lucrative Covid contracts to his mates, as…"	296475272				1.596157998464127e+18	['424144191']
1596356559785033728	"RT @BMusic_Ltd: Unfortunately John Cale is unable to perform at Town Hall tonight due to a Covid outbreak in the touring party.

We apologi…"	1596356341211299840				1.5881491010943713e+18	['54181749']
1596356561374351361	@Susan4Freedom @BCarfree read up on long covid.	1561211335609761792	922291946.0		1.596346300152578e+18		['922291946', '1061113260601032704']
1596356562461032448	@ClownWorld_ Fuck the Chinese government and fuck the soldiers and workers that keep pushing this Covid-19 hysteria shit	1206427527268290560	1.4469321491483443e+18		1.596282065179226e+18		['1446932149148344320']
1596356564197445632	Coronavirus: online bookings for BioNTech’s new Omicron-specific vaccine to open in Hong Kong on Sunday, with jabs available from next Thursday https://t.co/jakAd6dZcH	1361069022					
1596356565707403264	RT @maosbot: I know someone (non-immunocompromised, vaccinated) who has had covid SIX times—I am a bit skeptical that we're going to be sav…	77421074				1.5961240276758077e+18	['2601869406']
1596356568332701697	RT @Xx17965797N: 🤬Yuval Noah Harari is an Israeli-born World Economic Forum member and a lead advisor for Klaus Schwab. Klaus Schwab is the…	1048631389224984581				1.5953194877457408e+18	['1552407495255199745']
1596356568794234882	RT @alexmeshkin: Ba.2.75.2 is growing in Los Angeles at our lab, and has the lowest CT values of all positives	382318059				1.5961787098488259e+18	['17250666']
1596356570044321792	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	1309745306133725184				1.596242318792614e+18	['337808606']
1596356570090467330	@CRrenew22 We hate you wish that Covid 19 would have kill you yaz unobunja mongameli wabe lungu	1571794060293160961	1.5629778130528707e+18		1.5960540459865498e+18		['1562977813052870656']
1596356570753138688	RT @bradpsychology: Today Victorians say thank you to Daniel Andrews for standing strong against the IPA and #NewsCorpse while the Morrison…	2583042872				1.5962653675672084e+18	['1087209480184463362']
1596356571306815488	RT @PippaCrerar: @guardian Asked last year why she didn't include PPE Medpro in HoL register of interests, her lawyer replied: “Baroness Mo…	14535500				1.595486888038744e+18	['130120037', '87818409']
1596356572237946883	RT @CNN: As anger rises and tragedies mount, China shows no sign of budging on zero-Covid https://t.co/KNMOblXMTk	1440344975099654146				1.596307782093144e+18	['759251']
1596356572883681286	"RT @Texas_Made956: 100 mil Chinese now in ""Quarantine camps""
US models Coming soon
For your saftey🥴 https://t.co/udTKpBvJKx"	1581496553415606272				1.5963464154956431e+18	['1444879139371094020']
1596356573223219202	RT @UROCKlive1: @B52Malmet I hope everyone will read this thread. Pretending COVID is gone will have terrible long-term ramifications. It's…	1362339214789013511				1.596283966578778e+18	['87983041', '2876041031']
1596356574049882112	RT @Windoctorx: What was the rush to wheel out a vaccine for a virus that carries a 99.7% survival rate in the first place?	1370529690721660936				1.5962996648899707e+18	['909879719734251521']
1596356574313791489	RT @ActionDemocrat: Bernie Marcus, Home Depot s founder is a MAGA/Trump supporting/Union Busting Billionaire that is behind the lawsuit aga…	1043956195629944833				1.5961244503907e+18	['1497208608362319872']
1596356571436843009	Refreshed (post covid ) trolley to The Peak in Hong Kong https://t.co/lU68JoUhAc	39817649					
1596356575207522304	"RT @WallStreetSilv: Chinese citizens are revolting against the new COVID lockdown and clash with COVID police ...

🔊sound ...🔥🔥🔥 https://t.…"	1595814799098658823				1.5962834671969485e+18	['1366565625401909249']
1596356574632873985	"I signed up for NeoBux:) (15.11.2022)

#earnmoney #makemoney #makemoneyonline #workfromhome #money #motivation #entrepreneur #cash #onlinemoney #makemoneyathome #getpaid #opportunity #earnonline #workfromhomemom #moneyman #surveys #moneyquotes #dollars #startearning #moneysurvey https://t.co/biU0cWHhuG"	1088147997752479747					
1596356576054595586	RT @Xx17965797N: Study Finds Number of Athletes Who Have ‘Died Suddenly’ Has Increased by 1700% Since COVID Vaccination Began. Full List of…	1496564536421269511				1.595841581701124e+18	['1552407495255199745']
1596356576780382208	"RT @cioccolanti: The Nazis used a health pass to discriminate against people, to control travel and to restrict access. 

So no, Trump isn’…"	1432386951085187084				1.593959354830844e+18	['22610257']
1596356577887674368	"RT @ShridasMeena8: #Guangzhou, #China, anti covid protesters clash with police
People are fighting against covid lockdowns and restrictions…"	1328226347370434561				1.596105538193924e+18	['1443613345739776010']
1596356579544035328	u can tidy your hair and wash your hands, and by that tim     https://t.co/WxinBQ8WWh	827506242792722432					
1596356580160991232	RT @_TheAncientOne_: In a few days, everyone will head back to work &amp; schools. I wish I could say these are safe environments, but they are…	19535737				1.5963545167603794e+18	['912185165048410112']
1596356580143865856	"RT @NMBewitched: Tonight, my last tweet is for the Pneumonia dogs of #NYCACC
My thoughts are with them

Those fighting to breathe in an old…"	628764355				1.5963346868881367e+18	['939208429394051072']
1596356581813547008	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	968349712662368257				1.5962960706858967e+18	['2163723997']
1596356582241173504	Problem solved! https://t.co/5JQatgxFvB	34447580		1.5963439144534303e+18			
1596356583218364417	RT @DailyCaller: Tucker never holds back https://t.co/a66xhfuKgo	1587498361556537346				1.596342985461207e+18	['39308549']
1596356583835201536	RT @JamieSale: Hundreds of Federal Employees Launch Legal Challenge Against Government’s COVID-19 Vaccine Mandate https://t.co/CXDZ6jSRBm	1499864939086766083				1.5963350440079565e+18	['195717987']
1596356584455950337	RT @kprather88: Catching the virus elevates your risk of memory problems by 77%. It elevates your risk of stroke by 55%. It elevates your r…	978103201				1.5951577384508662e+18	['33727663']
1596356585017597952	@ndhawk88 @flysurfer3 @ellymelly people with stats of deaths from third world counties have also forgotten about what Italy was like at the start of covid, sick people cued outside and they were choosing who could get help and not	1162578450	1592173368.0		1.5962820483016417e+18		['1592173368', '789681628284985344', '39002335']
1596356586632806401	🇺🇸I think vaccines are frankly meaningless and harmful, but it's the code of the organization, so we have to give them to them, right? You're not going to tell me you don't vaccinate?	1514258766094807041	1.514258766094807e+18		1.596356540424151e+18		
1596356588830625792	RT @Windoctorx: Biden got 4 shots of Saline &amp; still got Covid https://t.co/ia8fPSCEA4	782602320769011713				1.596316193568084e+18	['909879719734251521']
1596356589078073344	"@HomeDepot This is the same person who was so-called disgruntled bc the failed conman did nothing to manage Covid, but stopping student debt relief

AND QUIET ABOUT GOP RETHUGLICANS WHO PROFITED FROM PPP LOANS?

#hypocrite #studentdebtrelief
https://t.co/li0GNWRCnK"	1588718260731740167	14791918.0		1.5957793828823122e+18		['14791918']
1596356589187129346	"Gladys cares about her business mates and Gladys

Do you reckon we'll ever find out what happened with her ICAC hearing 🤔 https://t.co/POJ9tzB4jG"	1112966736582602752		1.5963554501606277e+18			
1596356589648482306	RT @LeeCamp: For more info on this check out https://t.co/5Vp33J9iI9 and my livestream - https://t.co/jUoewx1hOX	753931057				1.5961099490164122e+18	['19580890']
1596356590801666048	"RT @uytimes: (1): A large scale protest broke out in Urumqi against the strict lockdown following the death of 44 Uyghurs in a fire. 
Accor…"	1371172861				1.5961921025550828e+18	['1277982133772906504']
1596356591066177537	RT @ztisdale: Did the thought ever cross Trudeau's mind to end the unethical vaccine mandates?	1437967851240005639				1.5961909278693253e+18	['50800784']
1596356591812743170	RT @JaroGiesbrecht: Prime Minister @JustinTrudeau today dismissed claims that police in Ottawa were on the verge of executing a plan to cle…	1004022175				1.5963333742345708e+18	['807787995940036608', '14260960']
1596356592093777921	RT @bethanyshondark: I do not understand the Chinese government’s end game here. They won’t achieve zero COVID. They are pushing people to…	14226638				1.5962258641986724e+18	['16597389']
1596356594098671617	The best collab between Dolly Parton and The Offspring was the COVID vaccine	16645749					
1596356594786525184	RT @FIREDUPMAMAW: @Windoctorx @ChristyEB8 ASK BILL GATES . HE HAS PLENTY VIDEO TALKING ABOUT DEPOPULATION WITH VACCINES SO I WILL TAKE HIS…	1551972949384564736				1.5963434468301373e+18	['1511753790789148676', '909879719734251521', '1551972949384564736']
1596356594903977984	RT @imyourmoderator: This study finds that “natural immunity” is weakened by the vaccine. They tested people’s whose “natural immunity” was…	1587919536090935296				1.5959948949000315e+18	['1230294611202957312']
1596356595658919936	Oh brother 🙄 https://t.co/3pLO14ni8z	2208055124					
1596356595805478914	"RT @Arwenstar: “As a film maker, do you support mandatory vaccines on film sets?”

“I support mandatory vaccines. Period.”

Never forget th…"	800433535844614144				1.5962571726395802e+18	['21947445']
1596356596069986312	@willnorman @SadiqKhan My DP will have to scrap the diesel car (he was encouraged to buy as a greener alternative). He uses it to drive to work from our home in zone 6 to the NHS hospital in Surrey where he works as a band 5 employee. No public transport … he can’t afford to buy another car	20063138	17323987.0		1.5961245023997583e+18		['17323987', '19397942']
